#,,Banda 1-FC,Banda 2-FC,Banda 3-FC,Banda 4-FC,Banda 5-FC,Banda 6-FC,Banda 7-FC,Banda 8-FC
#,Banda,3460.5,3150.5,2840.5,2530.5,2220.5,1910.5,1600.5,1290.5
#,Mes,T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC]
2029,10,0.88,2.05,3.23,4.41,5.59,6.77,7.94,9.12
2029,11,2.44,3.74,5.03,6.33,7.62,8.92,10.22,11.51
2029,12,6.49,7.44,8.39,9.34,10.30,11.25,12.20,13.15
2030,1,9.00,9.90,10.81,11.71,12.62,13.52,14.43,15.33
2030,2,11.19,11.89,12.59,13.29,13.99,14.69,15.39,16.10
2030,3,9.14,9.84,10.55,11.25,11.95,12.65,13.35,14.06
2030,4,5.34,6.23,7.11,7.99,8.88,9.76,10.65,11.53
2030,5,-0.46,0.87,2.21,3.54,4.88,6.21,7.54,8.88
2030,6,-3.96,-2.77,-1.57,-0.37,0.82,2.02,3.22,4.41
2030,7,-5.03,-3.90,-2.78,-1.65,-0.52,0.61,1.73,2.86
2030,8,-3.80,-2.71,-1.62,-0.53,0.55,1.64,2.73,3.82
2030,9,-2.59,-1.36,-0.13,1.11,2.34,3.57,4.80,6.03
2030,10,0.84,1.98,3.12,4.25,5.39,6.52,7.66,8.79
2030,11,2.47,3.78,5.09,6.41,7.72,9.03,10.34,11.65
2030,12,7.41,8.50,9.58,10.67,11.76,12.85,13.93,15.02
2031,1,9.55,10.51,11.47,12.44,13.40,14.36,15.32,16.28
2031,2,11.19,11.89,12.59,13.29,13.99,14.69,15.39,16.10
2031,3,9.30,10.01,10.72,11.44,12.15,12.87,13.58,14.29
2031,4,4.46,5.20,5.94,6.68,7.42,8.16,8.90,9.64
2031,5,-0.34,0.64,1.62,2.60,3.58,4.56,5.54,6.52
2031,6,-3.52,-2.46,-1.40,-0.33,0.73,1.79,2.86,3.92
2031,7,-5.93,-4.60,-3.27,-1.94,-0.62,0.71,2.04,3.37
2031,8,-3.67,-2.62,-1.57,-0.52,0.54,1.59,2.64,3.69
2031,9,-2.71,-1.42,-0.13,1.16,2.44,3.73,5.02,6.31
2031,10,0.85,1.99,3.14,4.28,5.43,6.57,7.71,8.86
2031,11,2.44,3.74,5.03,6.33,7.62,8.92,10.22,11.51
2031,12,7.11,8.16,9.20,10.25,11.29,12.34,13.38,14.42
2032,1,9.18,10.11,11.03,11.95,12.88,13.80,14.72,15.65
2032,2,11.59,12.31,13.04,13.77,14.49,15.22,15.94,16.67
2032,3,9.14,9.84,10.55,11.25,11.95,12.65,13.35,14.06
2032,4,5.59,6.51,7.44,8.36,9.29,10.21,11.14,12.06
2032,5,-0.34,0.64,1.62,2.60,3.58,4.56,5.54,6.52
2032,6,-3.16,-2.21,-1.25,-0.30,0.66,1.61,2.57,3.52
2032,7,-5.45,-4.23,-3.01,-1.79,-0.57,0.66,1.88,3.10
2032,8,-4.05,-2.89,-1.73,-0.57,0.59,1.75,2.91,4.07
2032,9,-2.73,-1.43,-0.13,1.17,2.47,3.76,5.06,6.36
2032,10,0.91,2.13,3.35,4.57,5.79,7.01,8.23,9.45
2032,11,2.44,3.74,5.03,6.33,7.62,8.92,10.22,11.51
2032,12,6.67,7.65,8.63,9.61,10.59,11.57,12.55,13.53
2033,1,8.95,9.85,10.75,11.65,12.55,13.45,14.35,15.25
2033,2,11.36,12.07,12.78,13.49,14.21,14.92,15.63,16.34
2033,3,9.50,10.23,10.96,11.69,12.42,13.15,13.88,14.61
2033,4,4.60,5.37,6.13,6.89,7.65,8.41,9.18,9.94
2033,5,-0.36,0.68,1.71,2.75,3.78,4.82,5.86,6.89
2033,6,-3.20,-2.24,-1.27,-0.30,0.66,1.63,2.60,3.57
2033,7,-4.79,-3.72,-2.64,-1.57,-0.50,0.58,1.65,2.72
2033,8,-3.93,-2.80,-1.68,-0.55,0.57,1.70,2.82,3.95
2033,9,-2.35,-1.23,-0.11,1.00,2.12,3.24,4.36,5.48
2033,10,0.91,2.13,3.35,4.57,5.79,7.01,8.23,9.45
2033,11,2.89,4.42,5.95,7.48,9.01,10.54,12.07,13.60
2033,12,7.22,8.29,9.35,10.41,11.47,12.53,13.59,14.65
2034,1,10.29,11.33,12.36,13.40,14.43,15.47,16.50,17.54
2034,2,11.87,12.62,13.36,14.10,14.85,15.59,16.34,17.08
2034,3,9.04,9.73,10.43,11.12,11.81,12.51,13.20,13.90
2034,4,5.38,6.27,7.16,8.05,8.94,9.83,10.72,11.61
2034,5,-0.35,0.67,1.70,2.72,3.75,4.78,5.80,6.83
2034,6,-3.88,-2.71,-1.54,-0.37,0.81,1.98,3.15,4.32
2034,7,-5.51,-4.28,-3.04,-1.81,-0.57,0.66,1.90,3.13
2034,8,-3.80,-2.71,-1.62,-0.53,0.55,1.64,2.73,3.82
2034,9,-3.02,-1.58,-0.15,1.29,2.72,4.16,5.59,7.03
2034,10,0.87,2.04,3.21,4.38,5.55,6.72,7.89,9.05
2034,11,2.47,3.78,5.09,6.41,7.72,9.03,10.34,11.65
2034,12,7.30,8.37,9.44,10.51,11.58,12.66,13.73,14.80
2035,1,9.97,10.97,11.97,12.98,13.98,14.98,15.98,16.98
2035,2,11.07,11.77,12.46,13.16,13.85,14.54,15.24,15.93
2035,3,8.68,9.34,10.01,10.68,11.34,12.01,12.67,13.34
2035,4,5.41,6.31,7.20,8.10,9.00,9.89,10.79,11.68
2035,5,-0.37,0.70,1.78,2.85,3.92,4.99,6.07,7.14
2035,6,-3.64,-2.54,-1.44,-0.34,0.76,1.86,2.96,4.06
2035,7,-5.93,-4.60,-3.27,-1.94,-0.62,0.71,2.04,3.37
2035,8,-4.60,-3.28,-1.96,-0.65,0.67,1.99,3.31,4.63
2035,9,-3.09,-1.62,-0.15,1.32,2.79,4.26,5.72,7.19
2035,10,0.89,2.08,3.28,4.47,5.67,6.86,8.06,9.25
2035,11,2.56,3.92,5.28,6.64,7.99,9.35,10.71,12.07
2035,12,7.19,8.24,9.30,10.35,11.41,12.46,13.52,14.57
2036,1,9.09,10.01,10.92,11.83,12.75,13.66,14.58,15.49
2036,2,11.81,12.56,13.30,14.04,14.78,15.52,16.26,17.00
2036,3,9.14,9.84,10.55,11.25,11.95,12.65,13.35,14.06
2036,4,5.06,5.90,6.74,7.57,8.41,9.25,10.09,10.93
2036,5,-0.28,0.54,1.36,2.18,3.00,3.82,4.64,5.46
2036,6,-4.12,-2.88,-1.63,-0.39,0.86,2.10,3.35,4.59
2036,7,-4.49,-3.49,-2.48,-1.47,-0.47,0.54,1.55,2.55
2036,8,-3.71,-2.65,-1.59,-0.52,0.54,1.61,2.67,3.73
2036,9,-2.73,-1.43,-0.13,1.17,2.47,3.76,5.06,6.36
2036,10,0.84,1.97,3.09,4.22,5.34,6.47,7.60,8.72
2036,11,2.44,3.74,5.03,6.33,7.62,8.92,10.22,11.51
2036,12,6.64,7.61,8.58,9.56,10.53,11.50,12.48,13.45
2037,1,9.65,10.62,11.59,12.56,13.52,14.49,15.46,16.43
2037,2,11.19,11.89,12.59,13.29,13.99,14.69,15.39,16.10
2037,3,7.33,7.90,8.46,9.02,9.59,10.15,10.71,11.28
2037,4,4.60,5.37,6.13,6.89,7.65,8.41,9.18,9.94
2037,5,-0.32,0.61,1.53,2.45,3.38,4.30,5.22,6.15
2037,6,-4.64,-3.24,-1.84,-0.44,0.96,2.37,3.77,5.17
2037,7,-5.63,-4.37,-3.11,-1.85,-0.58,0.68,1.94,3.20
2037,8,-3.93,-2.80,-1.68,-0.55,0.57,1.70,2.82,3.95
2037,9,-3.13,-1.64,-0.15,1.34,2.83,4.32,5.81,7.30
2037,10,0.86,2.02,3.19,4.35,5.51,6.67,7.83,8.99
2037,11,2.60,3.99,5.37,6.75,8.13,9.51,10.90,12.28
2037,12,7.56,8.67,9.78,10.88,11.99,13.10,14.21,15.32
2038,1,9.46,10.41,11.36,12.31,13.27,14.22,15.17,16.12
2038,2,11.59,12.31,13.04,13.77,14.49,15.22,15.94,16.67
2038,3,8.99,9.68,10.37,11.06,11.75,12.44,13.13,13.82
2038,4,4.57,5.32,6.08,6.84,7.59,8.35,9.11,9.86
2038,5,-0.35,0.66,1.67,2.68,3.68,4.69,5.70,6.71
2038,6,-4.04,-2.82,-1.60,-0.38,0.84,2.06,3.28,4.50
2038,7,-5.57,-4.32,-3.07,-1.83,-0.58,0.67,1.92,3.17
2038,8,-4.39,-3.13,-1.87,-0.62,0.64,1.90,3.16,4.41
2038,9,-2.61,-1.37,-0.13,1.12,2.36,3.60,4.84,6.09
2038,10,0.90,2.11,3.33,4.54,5.75,6.96,8.17,9.39
2038,11,2.58,3.94,5.31,6.67,8.04,9.41,10.77,12.14
2038,12,7.15,8.20,9.25,10.30,11.35,12.40,13.45,14.50
2039,1,9.74,10.72,11.70,12.68,13.65,14.63,15.61,16.59
2039,2,11.13,11.83,12.53,13.22,13.92,14.62,15.32,16.01
2039,3,9.19,9.90,10.60,11.31,12.02,12.72,13.43,14.13
2039,4,5.24,6.10,6.97,7.84,8.70,9.57,10.44,11.31
2039,5,-0.41,0.77,1.95,3.12,4.30,5.47,6.65,7.82
2039,6,-3.80,-2.66,-1.51,-0.36,0.79,1.94,3.09,4.23
2039,7,-5.45,-4.23,-3.01,-1.79,-0.57,0.66,1.88,3.10
2039,8,-4.18,-2.98,-1.78,-0.59,0.61,1.81,3.00,4.20
2039,9,-2.92,-1.53,-0.14,1.25,2.64,4.03,5.42,6.81
2039,10,0.90,2.10,3.30,4.51,5.71,6.91,8.12,9.32
2039,11,2.13,3.26,4.39,5.52,6.65,7.78,8.92,10.05
2039,12,7.11,8.16,9.20,10.25,11.29,12.34,13.38,14.42
2040,1,10.43,11.48,12.53,13.58,14.63,15.67,16.72,17.77
2040,2,11.47,12.19,12.91,13.63,14.35,15.07,15.79,16.51
2040,3,8.78,9.45,10.13,10.80,11.48,12.15,12.83,13.50
2040,4,4.43,5.16,5.89,6.63,7.36,8.09,8.83,9.56
2040,5,-0.32,0.61,1.54,2.48,3.41,4.34,5.28,6.21
2040,6,-3.72,-2.60,-1.48,-0.35,0.77,1.90,3.02,4.14
2040,7,-5.15,-4.00,-2.84,-1.69,-0.53,0.62,1.77,2.93
2040,8,-3.97,-2.83,-1.69,-0.56,0.58,1.72,2.85,3.99
2040,9,-2.54,-1.33,-0.12,1.09,2.29,3.50,4.71,5.92
2040,10,0.87,2.04,3.21,4.38,5.55,6.72,7.89,9.05
2040,11,2.44,3.74,5.03,6.33,7.62,8.92,10.22,11.51
2040,12,7.11,8.16,9.20,10.25,11.29,12.34,13.38,14.42
2041,1,9.97,10.97,11.97,12.98,13.98,14.98,15.98,16.98
2041,2,11.76,12.49,13.23,13.97,14.71,15.44,16.18,16.92
2041,3,8.52,9.18,9.83,10.48,11.14,11.79,12.45,13.10
2041,4,4.60,5.37,6.13,6.89,7.65,8.41,9.18,9.94
2041,5,-0.37,0.70,1.78,2.85,3.92,4.99,6.07,7.14
2041,6,-4.36,-3.05,-1.73,-0.41,0.91,2.22,3.54,4.86
2041,7,-4.97,-3.86,-2.74,-1.63,-0.52,0.60,1.71,2.83
2041,8,-4.56,-3.25,-1.95,-0.64,0.67,1.97,3.28,4.58
2041,9,-2.71,-1.42,-0.13,1.16,2.44,3.73,5.02,6.31
2041,10,0.88,2.05,3.23,4.41,5.59,6.77,7.94,9.12
2041,11,2.75,4.21,5.67,7.13,8.59,10.06,11.52,12.98
2041,12,7.52,8.62,9.73,10.83,11.93,13.04,14.14,15.25
2042,1,9.97,10.97,11.97,12.98,13.98,14.98,15.98,16.98
2042,2,11.53,12.25,12.97,13.70,14.42,15.14,15.87,16.59
2042,3,7.80,8.40,9.00,9.60,10.19,10.79,11.39,11.99
2042,4,5.41,6.31,7.20,8.10,9.00,9.89,10.79,11.68
2042,5,-0.36,0.68,1.71,2.75,3.78,4.82,5.86,6.89
2042,6,-3.92,-2.74,-1.55,-0.37,0.81,2.00,3.18,4.37
2042,7,-5.63,-4.37,-3.11,-1.85,-0.58,0.68,1.94,3.20
2042,8,-4.31,-3.07,-1.84,-0.61,0.63,1.86,3.09,4.33
2042,9,-3.18,-1.67,-0.15,1.36,2.87,4.39,5.90,7.41
2042,10,0.87,2.04,3.21,4.38,5.55,6.72,7.89,9.05
2042,11,2.43,3.71,5.00,6.29,7.58,8.87,10.15,11.44
2042,12,7.04,8.07,9.11,10.14,11.17,12.21,13.24,14.27
2043,1,9.65,10.62,11.59,12.56,13.52,14.49,15.46,16.43
2043,2,10.90,11.58,12.27,12.95,13.64,14.32,15.00,15.69
2043,3,9.97,10.73,11.50,12.26,13.03,13.79,14.56,15.33
2043,4,5.41,6.31,7.20,8.10,9.00,9.89,10.79,11.68
2043,5,-0.38,0.72,1.82,2.92,4.02,5.12,6.23,7.33
2043,6,-3.44,-2.40,-1.36,-0.33,0.71,1.75,2.79,3.83
2043,7,-5.57,-4.32,-3.07,-1.83,-0.58,0.67,1.92,3.17
2043,8,-3.97,-2.83,-1.69,-0.56,0.58,1.72,2.85,3.99
2043,9,-2.85,-1.49,-0.14,1.22,2.57,3.93,5.28,6.64
2043,10,0.90,2.10,3.30,4.51,5.71,6.91,8.12,9.32
2043,11,2.43,3.71,5.00,6.29,7.58,8.87,10.15,11.44
2043,12,7.45,8.54,9.63,10.72,11.82,12.91,14.00,15.10
2044,1,9.55,10.51,11.47,12.44,13.40,14.36,15.32,16.28
2044,2,11.81,12.56,13.30,14.04,14.78,15.52,16.26,17.00
2044,3,8.68,9.34,10.01,10.68,11.34,12.01,12.67,13.34
2044,4,5.38,6.27,7.16,8.05,8.94,9.83,10.72,11.61
2044,5,-0.48,0.90,2.29,3.67,5.05,6.43,7.81,9.19
2044,6,-3.96,-2.77,-1.57,-0.37,0.82,2.02,3.22,4.41
2044,7,-6.17,-4.79,-3.40,-2.02,-0.64,0.74,2.12,3.51
2044,8,-4.60,-3.28,-1.96,-0.65,0.67,1.99,3.31,4.63
2044,9,-2.78,-1.46,-0.13,1.19,2.51,3.83,5.15,6.47
2044,10,0.89,2.08,3.28,4.47,5.67,6.86,8.06,9.25
2044,11,2.47,3.78,5.09,6.41,7.72,9.03,10.34,11.65
2044,12,7.70,8.83,9.97,11.10,12.23,13.36,14.49,15.62
2045,1,9.74,10.72,11.70,12.68,13.65,14.63,15.61,16.59
2045,2,11.87,12.62,13.36,14.10,14.85,15.59,16.34,17.08
2045,3,9.71,10.45,11.20,11.95,12.69,13.44,14.18,14.93
2045,4,4.92,5.73,6.55,7.36,8.18,8.99,9.81,10.62
2045,5,-0.32,0.61,1.53,2.45,3.38,4.30,5.22,6.15
2045,6,-3.00,-2.10,-1.19,-0.28,0.62,1.53,2.44,3.34
2045,7,-5.99,-4.65,-3.31,-1.96,-0.62,0.72,2.06,3.41
2045,8,-3.71,-2.65,-1.59,-0.52,0.54,1.61,2.67,3.73
2045,9,-2.83,-1.48,-0.14,1.21,2.55,3.90,5.24,6.58
2045,10,0.88,2.05,3.23,4.41,5.59,6.77,7.94,9.12
2045,11,2.62,4.01,5.40,6.79,8.18,9.57,10.96,12.35
2045,12,7.26,8.33,9.39,10.46,11.53,12.59,13.66,14.72
2046,1,9.60,10.56,11.53,12.50,13.46,14.43,15.39,16.36
2046,2,10.67,11.34,12.01,12.68,13.35,14.02,14.69,15.36
2046,3,9.40,10.12,10.84,11.56,12.29,13.01,13.73,14.45
2046,4,4.15,4.83,5.52,6.21,6.89,7.58,8.27,8.95
2046,5,-0.34,0.64,1.62,2.60,3.58,4.56,5.54,6.52
2046,6,-2.96,-2.07,-1.17,-0.28,0.61,1.51,2.40,3.30
2046,7,-5.21,-4.04,-2.88,-1.71,-0.54,0.63,1.79,2.96
2046,8,-3.84,-2.74,-1.64,-0.54,0.56,1.66,2.76,3.86
2046,9,-2.80,-1.47,-0.14,1.20,2.53,3.86,5.20,6.53
2046,10,0.89,2.08,3.28,4.47,5.67,6.86,8.06,9.25
2046,11,2.65,4.05,5.46,6.87,8.27,9.68,11.08,12.49
2046,12,7.11,8.16,9.20,10.25,11.29,12.34,13.38,14.42
2047,1,10.20,11.23,12.25,13.28,14.30,15.33,16.35,17.38
2047,2,10.90,11.58,12.27,12.95,13.64,14.32,15.00,15.69
2047,3,7.95,8.56,9.17,9.79,10.40,11.01,11.62,12.23
2047,4,4.74,5.53,6.31,7.10,7.89,8.67,9.46,10.24
2047,5,-0.39,0.73,1.85,2.97,4.09,5.21,6.33,7.45
2047,6,-3.60,-2.52,-1.43,-0.34,0.75,1.84,2.92,4.01
2047,7,-5.27,-4.09,-2.91,-1.73,-0.55,0.63,1.82,3.00
2047,8,-4.39,-3.13,-1.87,-0.62,0.64,1.90,3.16,4.41
2047,9,-3.28,-1.72,-0.16,1.40,2.96,4.52,6.08,7.64
2047,10,0.94,2.20,3.47,4.73,5.99,7.26,8.52,9.78
2047,11,2.40,3.67,4.94,6.21,7.49,8.76,10.03,11.30
2047,12,7.22,8.29,9.35,10.41,11.47,12.53,13.59,14.65
2048,1,9.05,9.96,10.86,11.77,12.68,13.59,14.50,15.41
2048,2,11.64,12.37,13.10,13.83,14.56,15.29,16.02,16.75
2048,3,8.73,9.40,10.07,10.74,11.41,12.08,12.75,13.42
2048,4,4.74,5.53,6.31,7.10,7.89,8.67,9.46,10.24
2048,5,-0.39,0.74,1.87,3.00,4.13,5.25,6.38,7.51
2048,6,-3.04,-2.12,-1.21,-0.29,0.63,1.55,2.47,3.39
2048,7,-5.21,-4.04,-2.88,-1.71,-0.54,0.63,1.79,2.96
2048,8,-4.52,-3.22,-1.93,-0.63,0.66,1.95,3.25,4.54
2048,9,-2.85,-1.49,-0.14,1.22,2.57,3.93,5.28,6.64
2048,10,0.98,2.31,3.63,4.95,6.28,7.60,8.92,10.24
2048,11,2.65,4.05,5.46,6.87,8.27,9.68,11.08,12.49
2048,12,7.30,8.37,9.44,10.51,11.58,12.66,13.73,14.80
2049,1,10.29,11.33,12.36,13.40,14.43,15.47,16.50,17.54
2049,2,12.21,12.98,13.75,14.51,15.28,16.04,16.81,17.57
2049,3,9.76,10.51,11.26,12.01,12.76,13.51,14.26,15.01
2049,4,5.59,6.51,7.44,8.36,9.29,10.21,11.14,12.06
2049,5,-0.36,0.68,1.71,2.75,3.78,4.82,5.86,6.89
2049,6,-4.28,-2.99,-1.70,-0.40,0.89,2.18,3.48,4.77
2049,7,-5.93,-4.60,-3.27,-1.94,-0.62,0.71,2.04,3.37
2049,8,-4.14,-2.95,-1.77,-0.58,0.60,1.79,2.97,4.16
2049,9,-2.73,-1.43,-0.13,1.17,2.47,3.76,5.06,6.36
2049,10,0.91,2.14,3.37,4.60,5.83,7.06,8.29,9.52
2049,11,2.22,3.40,4.58,5.75,6.93,8.11,9.29,10.46
2049,12,6.86,7.86,8.87,9.88,10.88,11.89,12.89,13.90
2050,1,10.34,11.38,12.42,13.46,14.50,15.54,16.57,17.61
2050,2,11.13,11.83,12.53,13.22,13.92,14.62,15.32,16.01
2050,3,10.43,11.23,12.03,12.84,13.64,14.44,15.24,16.04
2050,4,5.06,5.90,6.74,7.57,8.41,9.25,10.09,10.93
2050,5,-0.45,0.86,2.16,3.47,4.77,6.08,7.39,8.69
2050,6,-4.52,-3.16,-1.79,-0.43,0.94,2.30,3.67,5.04
2050,7,-5.27,-4.09,-2.91,-1.73,-0.55,0.63,1.82,3.00
2050,8,-3.84,-2.74,-1.64,-0.54,0.56,1.66,2.76,3.86
2050,9,-2.83,-1.48,-0.14,1.21,2.55,3.90,5.24,6.58
2050,10,0.91,2.14,3.37,4.60,5.83,7.06,8.29,9.52
2050,11,2.72,4.17,5.61,7.06,8.50,9.95,11.39,12.84
2050,12,7.74,8.88,10.01,11.15,12.29,13.42,14.56,15.69
2051,1,9.65,10.62,11.59,12.56,13.52,14.49,15.46,16.43
2051,2,11.36,12.07,12.78,13.49,14.21,14.92,15.63,16.34
2051,3,9.35,10.07,10.78,11.50,12.22,12.94,13.65,14.37
2051,4,4.85,5.65,6.46,7.26,8.06,8.86,9.67,10.47
2051,5,-0.43,0.82,2.07,3.32,4.57,5.82,7.07,8.32
2051,6,-4.80,-3.35,-1.90,-0.45,1.00,2.45,3.90,5.35
2051,7,-5.75,-4.46,-3.17,-1.89,-0.60,0.69,1.98,3.27
2051,8,-4.09,-2.92,-1.75,-0.58,0.60,1.77,2.94,4.12
2051,9,-2.83,-1.48,-0.14,1.21,2.55,3.90,5.24,6.58
2051,10,0.88,2.05,3.23,4.41,5.59,6.77,7.94,9.12
2051,11,2.83,4.33,5.83,7.33,8.83,10.33,11.83,13.32
2051,12,7.56,8.67,9.78,10.88,11.99,13.10,14.21,15.32
2052,1,10.20,11.23,12.25,13.28,14.30,15.33,16.35,17.38
2052,2,11.19,11.89,12.59,13.29,13.99,14.69,15.39,16.10
2052,3,8.68,9.34,10.01,10.68,11.34,12.01,12.67,13.34
2052,4,5.20,6.06,6.92,7.78,8.65,9.51,10.37,11.23
2052,5,-0.41,0.77,1.95,3.12,4.30,5.47,6.65,7.82
2052,6,-4.20,-2.93,-1.67,-0.40,0.87,2.14,3.41,4.68
2052,7,-5.81,-4.51,-3.21,-1.90,-0.60,0.70,2.00,3.30
2052,8,-4.47,-3.19,-1.91,-0.63,0.65,1.93,3.22,4.50
2052,9,-3.40,-1.78,-0.16,1.45,3.07,4.68,6.30,7.91
2052,10,0.91,2.13,3.35,4.57,5.79,7.01,8.23,9.45
2052,11,2.89,4.42,5.95,7.48,9.01,10.54,12.07,13.60
2052,12,7.63,8.75,9.87,10.99,12.11,13.23,14.35,15.47
2053,1,10.15,11.17,12.20,13.22,14.24,15.26,16.28,17.30
2053,2,10.39,11.04,11.69,12.34,12.99,13.64,14.30,14.95
2053,3,8.21,8.84,9.47,10.10,10.73,11.36,12.00,12.63
2053,4,4.46,5.20,5.94,6.68,7.42,8.16,8.90,9.64
2053,5,-0.35,0.66,1.67,2.68,3.68,4.69,5.70,6.71
2053,6,-3.52,-2.46,-1.40,-0.33,0.73,1.79,2.86,3.92
2053,7,-5.57,-4.32,-3.07,-1.83,-0.58,0.67,1.92,3.17
2053,8,-4.35,-3.10,-1.86,-0.61,0.63,1.88,3.13,4.37
2053,9,-2.73,-1.43,-0.13,1.17,2.47,3.76,5.06,6.36
2053,10,0.90,2.10,3.30,4.51,5.71,6.91,8.12,9.32
2053,11,2.43,3.71,5.00,6.29,7.58,8.87,10.15,11.44
2053,12,7.15,8.20,9.25,10.30,11.35,12.40,13.45,14.50
2054,1,10.02,11.02,12.03,13.04,14.04,15.05,16.06,17.06
2054,2,11.59,12.31,13.04,13.77,14.49,15.22,15.94,16.67
2054,3,9.71,10.45,11.20,11.95,12.69,13.44,14.18,14.93
2054,4,4.60,5.37,6.13,6.89,7.65,8.41,9.18,9.94
2054,5,-0.36,0.69,1.74,2.80,3.85,4.91,5.96,7.02
2054,6,-4.12,-2.88,-1.63,-0.39,0.86,2.10,3.35,4.59
2054,7,-5.15,-4.00,-2.84,-1.69,-0.53,0.62,1.77,2.93
2054,8,-4.31,-3.07,-1.84,-0.61,0.63,1.86,3.09,4.33
2054,9,-2.78,-1.46,-0.13,1.19,2.51,3.83,5.15,6.47
2054,10,0.85,1.99,3.14,4.28,5.43,6.57,7.71,8.86
2054,11,2.50,3.83,5.16,6.48,7.81,9.14,10.46,11.79
2054,12,7.45,8.54,9.63,10.72,11.82,12.91,14.00,15.10
2055,1,10.25,11.28,12.31,13.34,14.37,15.40,16.43,17.46
2055,2,11.76,12.49,13.23,13.97,14.71,15.44,16.18,16.92
2055,3,10.85,11.68,12.51,13.34,14.18,15.01,15.84,16.68
2055,4,5.52,6.43,7.34,8.26,9.17,10.08,11.00,11.91
2055,5,-0.45,0.86,2.18,3.49,4.81,6.12,7.44,8.75
2055,6,-3.60,-2.52,-1.43,-0.34,0.75,1.84,2.92,4.01
2055,7,-6.05,-4.69,-3.34,-1.98,-0.63,0.73,2.08,3.44
2055,8,-4.01,-2.86,-1.71,-0.56,0.59,1.73,2.88,4.03
2055,9,-2.66,-1.39,-0.13,1.14,2.40,3.67,4.93,6.20
2055,10,0.85,1.99,3.14,4.28,5.43,6.57,7.71,8.86
2055,11,2.50,3.83,5.16,6.48,7.81,9.14,10.46,11.79
2055,12,7.41,8.50,9.58,10.67,11.76,12.85,13.93,15.02
2056,1,9.65,10.62,11.59,12.56,13.52,14.49,15.46,16.43
2056,2,12.10,12.86,13.62,14.38,15.13,15.89,16.65,17.41
2056,3,9.71,10.45,11.20,11.95,12.69,13.44,14.18,14.93
2056,4,4.81,5.61,6.41,7.21,8.00,8.80,9.60,10.39
2056,5,-0.37,0.70,1.76,2.82,3.89,4.95,6.01,7.08
2056,6,-4.36,-3.05,-1.73,-0.41,0.91,2.22,3.54,4.86
2056,7,-5.99,-4.65,-3.31,-1.96,-0.62,0.72,2.06,3.41
2056,8,-4.26,-3.04,-1.82,-0.60,0.62,1.84,3.06,4.29
2056,9,-2.78,-1.46,-0.13,1.19,2.51,3.83,5.15,6.47
2056,10,0.93,2.19,3.44,4.70,5.95,7.21,8.46,9.72
2056,11,2.72,4.17,5.61,7.06,8.50,9.95,11.39,12.84
2056,12,7.59,8.71,9.82,10.94,12.05,13.17,14.28,15.40
2057,1,9.74,10.72,11.70,12.68,13.65,14.63,15.61,16.59
2057,2,11.24,11.95,12.65,13.36,14.06,14.77,15.47,16.18
2057,3,8.83,9.51,10.19,10.87,11.54,12.22,12.90,13.58
2057,4,5.06,5.90,6.74,7.57,8.41,9.25,10.09,10.93
2057,5,-0.44,0.84,2.12,3.39,4.67,5.95,7.23,8.51
2057,6,-4.40,-3.07,-1.75,-0.42,0.91,2.24,3.57,4.90
2057,7,-6.17,-4.79,-3.40,-2.02,-0.64,0.74,2.12,3.51
2057,8,-4.31,-3.07,-1.84,-0.61,0.63,1.86,3.09,4.33
2057,9,-3.02,-1.58,-0.15,1.29,2.72,4.16,5.59,7.03
2057,10,0.95,2.22,3.49,4.76,6.03,7.30,8.58,9.85
2057,11,2.35,3.60,4.85,6.10,7.35,8.60,9.84,11.09
2057,12,7.45,8.54,9.63,10.72,11.82,12.91,14.00,15.10
2058,1,10.06,11.07,12.08,13.10,14.11,15.12,16.13,17.14
2058,2,12.16,12.92,13.68,14.44,15.21,15.97,16.73,17.49
2058,3,8.68,9.34,10.01,10.68,11.34,12.01,12.67,13.34
2058,4,5.09,5.94,6.78,7.63,8.47,9.31,10.16,11.00
2058,5,-0.37,0.70,1.76,2.82,3.89,4.95,6.01,7.08
2058,6,-3.52,-2.46,-1.40,-0.33,0.73,1.79,2.86,3.92
2058,7,-5.45,-4.23,-3.01,-1.79,-0.57,0.66,1.88,3.10
2058,8,-4.01,-2.86,-1.71,-0.56,0.59,1.73,2.88,4.03
2058,9,-2.99,-1.57,-0.14,1.28,2.70,4.12,5.55,6.97
2058,10,0.93,2.17,3.42,4.67,5.91,7.16,8.40,9.65
2058,11,2.59,3.96,5.34,6.71,8.09,9.46,10.83,12.21
2058,12,7.52,8.62,9.73,10.83,11.93,13.04,14.14,15.25
2059,1,9.78,10.77,11.75,12.74,13.72,14.70,15.69,16.67
2059,2,12.39,13.16,13.94,14.71,15.49,16.27,17.04,17.82
2059,3,10.02,10.79,11.56,12.33,13.10,13.87,14.64,15.41
2059,4,5.55,6.47,7.39,8.31,9.23,10.15,11.07,11.99
2059,5,-0.45,0.86,2.16,3.47,4.77,6.08,7.39,8.69
2059,6,-3.88,-2.71,-1.54,-0.37,0.81,1.98,3.15,4.32
2059,7,-5.03,-3.90,-2.78,-1.65,-0.52,0.61,1.73,2.86
2059,8,-4.31,-3.07,-1.84,-0.61,0.63,1.86,3.09,4.33
